pdf,smiles,doi,title,publisher,year,access,compound_id,target_type,target_relation,target_value,target_units,bacteria,bacteria_name_unified,bacteria_info,page_bacteria,origin_bacteria,section_bacteria,subsection_bacteria,page_target,origin_target,section_target,subsection_target,column_prop,line_prop,page_scaffold,origin_scaffold,section_scaffold,subsection_scaffold,page_residue,origin_residue,section_residue
acs.jmedchem.1c00480,CCOC(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NC(=O)NC3=O)C3CCCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10h,MIC,'=',8,μg/mL,Methicillin-resistant Staphylococcus aureus 562,Staphylococcus aureus,Methicillin resistant  562,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,CCOC(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NC(=O)NC3=O)C3CCCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10h,MIC,>,32,μg/mL,Linezolid-resistant Staphylococcus aureus ATCC 13 709 Smith,Staphylococcus aureus,Linezolid-resistant  ATCC 13 709,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,CCOC(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NC(=O)NC3=O)C3CCCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10h,MIC,'=',8,μg/mL,Staphylococcus epidermidis ATCC 12 228,Staphylococcus epidermidis,ATCC 12228,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,CCOC(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NC(=O)NC3=O)C3CCCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10h,MIC,'=',8,μg/mL,Methicillin-resistant Staphylococcus epidermidis ATCC 35 984,Staphylococcus epidermidis,Methicillin resistant,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,COS(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NC(=O)NC3=O)C3COCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10i,MIC,'=',32,μg/mL,Staphylococcus aureus ATCC 29 213,Staphylococcus aureus,ATCC 29213,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,COS(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NC(=O)NC3=O)C3COCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10i,MIC,'=',32,μg/mL,Methicillin-resistant Staphylococcus aureus 562,Staphylococcus aureus,Methicillin resistant  562,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,COS(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NC(=O)NC3=O)C3COCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10i,MIC,>,32,μg/mL,Linezolid-resistant Staphylococcus aureus ATCC 13 709 Smith,Staphylococcus aureus,Linezolid-resistant  ATCC 13 709,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,COS(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NC(=O)NC3=O)C3COCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10i,MIC,'=',16,μg/mL,Staphylococcus epidermidis ATCC 12 228,Staphylococcus epidermidis,ATCC 12228,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,COS(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NC(=O)NC3=O)C3COCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10i,MIC,'=',32,μg/mL,Methicillin-resistant Staphylococcus epidermidis ATCC 35 984,Staphylococcus epidermidis,Methicillin resistant,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCOCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10j,MIC,'=',8,μg/mL,Staphylococcus aureus ATCC 29 213,Staphylococcus aureus,ATCC 29213,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCOCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10j,MIC,'=',4,μg/mL,Methicillin-resistant Staphylococcus aureus 562,Staphylococcus aureus,Methicillin resistant  562,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCOCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10j,MIC,'=',32,μg/mL,Linezolid-resistant Staphylococcus aureus ATCC 13 709 Smith,Staphylococcus aureus,Linezolid-resistant  ATCC 13 709,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCOCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10j,MIC,'=',4,μg/mL,Staphylococcus epidermidis ATCC 12 228,Staphylococcus epidermidis,ATCC 12228,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCOCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10j,MIC,'=',2,μg/mL,Methicillin-resistant Staphylococcus epidermidis ATCC 35 984,Staphylococcus epidermidis,Methicillin resistant,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCCCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10k,MIC,'=',4,μg/mL,Staphylococcus aureus ATCC 29 213,Staphylococcus aureus,ATCC 29213,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCCCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10k,MIC,'=',2,μg/mL,Methicillin-resistant Staphylococcus aureus 562,Staphylococcus aureus,Methicillin resistant  562,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCCCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10k,MIC,'=',16,μg/mL,Linezolid-resistant Staphylococcus aureus ATCC 13 709 Smith,Staphylococcus aureus,Linezolid-resistant  ATCC 13 709,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCCCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10k,MIC,'=',2,μg/mL,Staphylococcus epidermidis ATCC 12 228,Staphylococcus epidermidis,ATCC 12228,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCCCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10k,MIC,<,1,μg/mL,Methicillin-resistant Staphylococcus epidermidis ATCC 35 984,Staphylococcus epidermidis,Methicillin resistant,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10l,MIC,'=',4,μg/mL,Staphylococcus aureus ATCC 29 213,Staphylococcus aureus,ATCC 29213,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10l,MIC,'=',2,μg/mL,Methicillin-resistant Staphylococcus aureus 562,Staphylococcus aureus,Methicillin resistant  562,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10l,MIC,'=',32,μg/mL,Linezolid-resistant Staphylococcus aureus ATCC 13 709 Smith,Staphylococcus aureus,Linezolid-resistant  ATCC 13 709,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10l,MIC,'=',2,μg/mL,Staphylococcus epidermidis ATCC 12 228,Staphylococcus epidermidis,ATCC 12228,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,O=C1NC(=O)C2(Cc3cc(-c4ccc(N5C[C@H](CO)OC5=O)cc4F)ccc3N3CCCC32)C(=O)N1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10l,MIC,<,1,μg/mL,Methicillin-resistant Staphylococcus epidermidis ATCC 35 984,Staphylococcus epidermidis,Methicillin resistant,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NNC3=O)C3CCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10m,MIC,'=',8,μg/mL,Staphylococcus aureus ATCC 29 213,Staphylococcus aureus,ATCC 29213,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NNC3=O)C3CCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10m,MIC,'=',8,μg/mL,Methicillin-resistant Staphylococcus aureus 562,Staphylococcus aureus,Methicillin resistant  562,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NNC3=O)C3CCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10m,MIC,>,32,μg/mL,Linezolid-resistant Staphylococcus aureus ATCC 13 709 Smith,Staphylococcus aureus,Linezolid-resistant  ATCC 13 709,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NNC3=O)C3CCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10m,MIC,'=',8,μg/mL,Staphylococcus epidermidis ATCC 12 228,Staphylococcus epidermidis,ATCC 12228,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,CC(=O)NC[C@H]1CN(c2ccc(-c3ccc4c(c3)CC3(C(=O)NNC3=O)C3CCCN43)c(F)c2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10m,MIC,'=',4,μg/mL,Methicillin-resistant Staphylococcus epidermidis ATCC 35 984,Staphylococcus epidermidis,Methicillin resistant,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,COC(=O)C1(C(=O)OC)Cc2cc(-c3ccc(N4C[C@H](CNC(C)=O)OC4=O)cc3F)ccc2N2CCOCC21,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10n,MIC,'=',8,μg/mL,Staphylococcus aureus ATCC 29 213,Staphylococcus aureus,ATCC 29213,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,COC(=O)C1(C(=O)OC)Cc2cc(-c3ccc(N4C[C@H](CNC(C)=O)OC4=O)cc3F)ccc2N2CCOCC21,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10n,MIC,'=',4,μg/mL,Methicillin-resistant Staphylococcus aureus 562,Staphylococcus aureus,Methicillin resistant  562,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,COC(=O)C1(C(=O)OC)Cc2cc(-c3ccc(N4C[C@H](CNC(C)=O)OC4=O)cc3F)ccc2N2CCOCC21,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10n,MIC,>,32,μg/mL,Linezolid-resistant Staphylococcus aureus ATCC 13 709 Smith,Staphylococcus aureus,Linezolid-resistant  ATCC 13 709,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,COC(=O)C1(C(=O)OC)Cc2cc(-c3ccc(N4C[C@H](CNC(C)=O)OC4=O)cc3F)ccc2N2CCOCC21,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10n,MIC,'=',4,μg/mL,Staphylococcus epidermidis ATCC 12 228,Staphylococcus epidermidis,ATCC 12228,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,COC(=O)C1(C(=O)OC)Cc2cc(-c3ccc(N4C[C@H](CNC(C)=O)OC4=O)cc3F)ccc2N2CCOCC21,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,10n,MIC,'=',4,μg/mL,Methicillin-resistant Staphylococcus epidermidis ATCC 35 984,Staphylococcus epidermidis,Methicillin resistant,7,table 3 (caption),,,7,table 3,,,,,7,table 3,,,7,table 3,
acs.jmedchem.1c00480,Cc1nc(C)c(COc2ccc(N3C[C@H](CO)OC3=O)cc2F)nc1C,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23a,MIC,'=',64,μg/mL,"MRSA, methicillin-resistant Staphylococcus aureus",Staphylococcus aureus,Methicillin resistant,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,Cc1nc(C)c(COc2ccc(N3C[C@H](CO)OC3=O)cc2F)nc1C,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23a,MIC,'=',64,μg/mL,"S. aureus, Staphylococcus aureus",Staphylococcus aureus,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,Cc1nc(C)c(COc2ccc(N3C[C@H](CO)OC3=O)cc2F)nc1C,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23a,MIC,'=',128,μg/mL,"S. epidermidis, Staphylococcus epidermidis",Staphylococcus epidermidis,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,Cc1nc(C)c(COc2ccc(N3C[C@H](CO)OC3=O)cc2F)nc1C,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23a,MIC,'=',64,μg/mL,"E. faecalis, Enterococcus faecalis",Enterococcus faecalis,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,Cc1nc(C)c(COc2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2)nc1C,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23b,MIC,'=',32,μg/mL,"MRSA, methicillin-resistant Staphylococcus aureus",Staphylococcus aureus,Methicillin resistant,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,Cc1nc(C)c(COc2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2)nc1C,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23b,MIC,'=',64,μg/mL,"S. aureus, Staphylococcus aureus",Staphylococcus aureus,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,Cc1nc(C)c(COc2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2)nc1C,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23b,MIC,'=',64,μg/mL,"S. epidermidis, Staphylococcus epidermidis",Staphylococcus epidermidis,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,Cc1nc(C)c(COc2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2)nc1C,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23b,MIC,'=',128,μg/mL,"E. faecalis, Enterococcus faecalis",Enterococcus faecalis,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,Cc1nc(C)c(COc2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)nc1C,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23c,MIC,'=',4,μg/mL,"MRSA, methicillin-resistant Staphylococcus aureus",Staphylococcus aureus,Methicillin resistant,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,Cc1nc(C)c(COc2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)nc1C,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23c,MIC,'=',8,μg/mL,"S. aureus, Staphylococcus aureus",Staphylococcus aureus,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,Cc1nc(C)c(COc2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)nc1C,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23c,MIC,'=',8,μg/mL,"S. epidermidis, Staphylococcus epidermidis",Staphylococcus epidermidis,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,Cc1nc(C)c(COc2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)nc1C,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23c,MIC,'=',32,μg/mL,"E. faecalis, Enterococcus faecalis",Enterococcus faecalis,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,CCCCc1cn(C[C@H]2CN(c3ccc(OCc4nc(C)c(C)nc4C)c(F)c3)C(=O)O2)nn1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23d,MIC,>,128,μg/mL,"MRSA, methicillin-resistant Staphylococcus aureus",Staphylococcus aureus,Methicillin resistant,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,CCCCc1cn(C[C@H]2CN(c3ccc(OCc4nc(C)c(C)nc4C)c(F)c3)C(=O)O2)nn1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23d,MIC,>,128,μg/mL,"S. aureus, Staphylococcus aureus",Staphylococcus aureus,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,CCCCc1cn(C[C@H]2CN(c3ccc(OCc4nc(C)c(C)nc4C)c(F)c3)C(=O)O2)nn1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23d,MIC,>,128,μg/mL,"S. epidermidis, Staphylococcus epidermidis",Staphylococcus epidermidis,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,CCCCc1cn(C[C@H]2CN(c3ccc(OCc4nc(C)c(C)nc4C)c(F)c3)C(=O)O2)nn1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23d,MIC,>,128,μg/mL,"E. faecalis, Enterococcus faecalis",Enterococcus faecalis,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,CC(=O)NC[C@H]1CN(c2ccc(OCc3nc(C)c(C)nc3C)cc2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23e,MIC,'=',8,μg/mL,"MRSA, methicillin-resistant Staphylococcus aureus",Staphylococcus aureus,Methicillin resistant,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,CC(=O)NC[C@H]1CN(c2ccc(OCc3nc(C)c(C)nc3C)cc2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23e,MIC,'=',16,μg/mL,"S. aureus, Staphylococcus aureus",Staphylococcus aureus,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,CC(=O)NC[C@H]1CN(c2ccc(OCc3nc(C)c(C)nc3C)cc2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23e,MIC,'=',16,μg/mL,"S. epidermidis, Staphylococcus epidermidis",Staphylococcus epidermidis,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
acs.jmedchem.1c00480,CC(=O)NC[C@H]1CN(c2ccc(OCc3nc(C)c(C)nc3C)cc2)C(=O)O1,10.1021/acs.jmedchem.1c00480,Current Landscape and Future Perspective of Oxazolidinone Scaffolds Containing Antibacterial Drugs,American Chemical Society (ACS),2021,0,23e,MIC,'=',32,μg/mL,"E. faecalis, Enterococcus faecalis",Enterococcus faecalis,,10,table 4 (caption),,,10,table 4,,,,,10,table 4,,,10,table 4,
